Id,SalePrice
1603,84929.96772
1604,266766.091
1605,245303.9907
1606,170083.5747
1607,176616.8551
1608,206598.869
1609,182801.5198
1610,150378.7213
1611,137969.0311
1612,179760.42
1613,169345.4088
1614,118499.9329
1615,91038.75127
1616,78774.98538
1617,91828.7627
1618,125234.0338
1619,135749.8045
1620,162984.4934
1621,139847.0492
1622,139903.6358
1623,268564.456
1624,213631.5292
1625,117360.2341
1626,168862.5884
1627,193902.0353
1628,278447.7251
1629,177216.8634
1630,367387.9161
1631,227813.7675
1632,247870.9505
1633,167042.1566
1634,182295.1371
1635,174637.9981
1636,150169.3687
1637,202633.5642
1638,184706.448
1639,186225.1069
1640,256083.1007
1641,178873.8637
1642,234745.7928
1643,220318.8275
1644,236179.2662
1645,194138.2662
1646,158835.5945
1647,158802.5794
1648,125941.9338
1649,143472.2206
1650,113260.0213
1651,125312.5373
1652,100168.3687
1653,102564.6676
1654,140293.1828
1655,137037.514
1656,139092.0591
1657,143229.2618
1658,140447.4655
1659,118204.5786
1660,153880.6035
1661,446289.2545
1662,414070.7964
1663,378882.3195
1664,512968.7688
1665,309107.9483
1666,341075.4719
1667,362298.1817
1668,334456.1787
1669,303204.5957
1670,346340.9323
1671,258029.3394
1672,445828.2912
1673,286483.2144
1674,236641.3371
1675,195526.9511
1676,193846.0766
1677,217442.5181
1678,465161.3372
1679,386283.9979
1680,335607.8818
1681,250166.502
1682,317942.0295
1683,181843.8759
1684,174661.96
1685,172108.8401
1686,168113.8048
1687,167608.4038
1688,188608.7604
1689,190781.8664
1690,196725.9008
1691,183947.5236
1692,258805.6467
1693,164249.5749
1694,181246.4138
1695,162706.0418
1696,263942.9136
1697,168671.3194
1698,348809.7392
1699,308614.6697
1700,246129.2088
1701,270791.9655
1702,240815.0805
1703,241748.8776
1704,281987.5419
1705,243991.2431
1706,226084.8188
1707,215220.3651
1708,198776.209
1709,268322.4066
1710,221895.7036
1711,269429.716
1712,255903.3089
1713,264048.4007
1714,223743.0902
1715,206181.7079
1716,183817.2127
1717,172441.5775
1718,139748.4967
1719,205093.0885
1720,235852.9086
1721,156111.1334
1722,125248.8693
1723,152994.7194
1724,201275.5334
1725,231845.4629
1726,181389.0858
1727,156427.2154
1728,168581.2783
1729,166016.7462
1730,161167.9379
1731,118722.6508
1732,125442.9747
1733,115957.2919
1734,116137.4192
1735,122410.668
1736,108677.3821
1737,288040.353
1738,247481.0566
1739,251497.3554
1740,215990.1319
1741,188491.1625
1742,167443.2319
1743,174991.2834
1744,306394.9865
1745,213611.2967
1746,195812.2649
1747,212749.7556
1748,220839.0767
1749,147238.1604
1750,128111.5022
1751,244091.4741
1752,115001.433
1753,146028.7042
1754,190893.6104
1755,165792.2144
1756,123078.1831
1757,119315.1296
1758,140018.1169
1759,166450.6699
1760,162199.2505
1761,145384.2743
1762,178057.68
1763,178675.8282
1764,114235.3306
1765,144177.0713
1766,181327.4817
1767,215466.0778
1768,138258.5635
1769,170915.0427
1770,148917.8681
1771,124072.9366
1772,135571.4505
1773,119855.8228
1774,145962.4462
1775,136696.1986
1776,119166.5868
1777,105105.676
1778,136105.6489
1779,114277.2905
1780,174666.5418
1781,127257.4043
1782,85374.61276
1783,145857.0445
1784,103433.3934
1785,120119.2371
1786,133376.3249
1787,167997.964
1788,62232.62846
1789,97717.14745
1790,77249.05041
1791,184285.3416
1792,160666.6619
1793,125942.9815
1794,152539.9325
1795,132057.9267
1796,123248.0579
1797,114289.4896
1798,124501.0211
1799,107019.8363
1800,133310.3027
1801,134031.7149
1802,134476.3104
1803,147093.3548
1804,138493.6902
1805,133889.3467
1806,130628.8079
1807,130566.4509
1808,121813.1581
1809,122737.6874
1810,129038.6288
1811,94107.02771
1812,96970.25786
1813,122038.7561
1814,87340.42323
1815,58600.66596
1816,97249.92083
1817,106521.6281
1818,148526.2409
1819,131262.9692
1820,69515.71298
1821,107709.0285
1822,147784.5968
1823,52876.62778
1824,125636.7926
1825,138101.0939
1826,107184.5813
1827,103623.6902
1828,135394.572
1829,119607.596
1830,140183.7056
1831,148183.4019
1832,94884.99949
1833,134509.8886
1834,124278.2273
1835,124733.7895
1836,120402.3601
1837,86148.16849
1838,123605.7559
1839,99792.49392
1840,144651.0944
1841,142371.8545
1842,88061.59979
1843,130811.9059
1844,138067.3935
1845,141763.6045
1846,147660.4235
1847,161908.5825
1848,63994.59519
1849,100930.8563
1850,113553.863
1851,151337.9745
1852,126263.5346
1853,126610.5372
1854,163026.6222
1855,149107.3187
1856,222731.4096
1857,134658.4735
1858,138750.8514
1859,117685.0943
1860,144982.4461
1861,116933.848
1862,318126.8713
1863,299914.1722
1864,299992.9793
1865,338783.3744
1866,317185.2128
1867,224848.3721
1868,295221.9781
1869,201138.5393
1870,221080.5911
1871,250506.7027
1872,173238.2164
1873,233192.7625
1874,147903.2109
1875,198933.4296
1876,199489.0419
1877,208623.7612
1878,192660.6633
1879,130395.3293
1880,127837.1963
1881,244145.1578
1882,247084.875
1883,183544.566
1884,202157.2377
1885,239027.8361
1886,290924.144
1887,208326.3822
1888,263167.9196
1889,169913.0659
1890,130656.603
1891,133701.4179
1892,97399.46131
1893,129738.7799
1894,123316.9892
1895,135191.0728
1896,125293.6437
1897,115206.2428
1898,115429.4566
1899,163019.7606
1900,145044.8714
1901,170156.5184
1902,152215.7104
1903,219751.5557
1904,143736.9694
1905,195002.6536
1906,133570.4379
1907,215132.4113
1908,109207.6121
1909,127389.2136
1910,119088.3674
1911,223085.7857
1912,327645.543
1913,126165.1683
1914,70612.34405
1915,299995.2915
1916,77235.37428
1917,245513.2343
1918,141580.1968
1919,168122.5495
1920,159660.9278
1921,383423.7981
1922,310566.6428
1923,233161.9964
1924,208796.8742
1925,195410.7826
1926,369602.5697
1927,132327.7055
1928,155574.7306
1929,120266.235
1930,132866.0217
1931,141274.3588
1932,139530.0648
1933,175286.8415
1934,183253.8558
1935,169290.08
1936,194052.8877
1937,180282.8643
1938,166641.3824
1939,214279.3944
1940,191506.3977
1941,166791.7723
1942,184013.4913
1943,218194.2058
1944,353438.7668
1945,387106.5209
1946,132747.8618
1947,164603.0441
1948,162391.3619
1949,236615.5649
1950,188544.1278
1951,248540.2143
1952,217525.4089
1953,164577.2677
1954,171698.1564
1955,138584.276
1956,299232.6951
1957,154874.236
1958,293840.5803
1959,149157.3568
1960,114880.4709
1961,120543.9107
1962,101573.398
1963,108502.5673
1964,108665.0303
1965,140380.5217
1966,140407.0607
1967,297179.7914
1968,431993.0485
1969,384645.325
1970,430571.1389
1971,453583.6535
1972,388141.5042
1973,264565.2799
1974,325584.7921
1975,496161.295
1976,267392.8933
1977,361955.5052
1978,362084.5401
1979,312582.2645
1980,211960.3789
1981,358235.2776
1982,223026.7016
1983,208255.4769
1984,170609.3227
1985,217903.6009
1986,210260.3355
1987,182797.9314
1988,176236.876
1989,194311.476
1990,207708.2061
1991,227659.6495
1992,215769.9075
1993,169414.7175
1994,229529.8656
1995,186962.2028
1996,251492.458
1997,318258.7989
1998,319776.6199
1999,280053.4137
2000,324737.8692
2001,276494.0687
2002,246194.4404
2003,265111.8861
2004,290564.2171
2005,238722.9415
2006,226120.8896
2007,252614.7225
2008,209422.0609
2009,196111.3893
2010,194171.4821
2011,141088.4612
2012,170732.456
2013,177235.6553
2014,181887.7108
2015,202072.5224
2016,191831.0215
2017,190370.1915
2018,116255.4802
2019,135302.0614
2020,104945.8282
2021,104115.7893
2022,181762.8095
2023,151798.3057
2024,267142.7384
2025,366446.9075
2026,174504.2218
2027,156858.7647
2028,154371.1021
2029,162456.493
2030,269340.4033
2031,250562.1371
2032,261081.7841
2033,256463.0002
2034,170070.903
2035,221653.3553
2036,200440.6161
2037,204399.2233
2038,319350.8536
2039,229220.8281
2040,271234.5475
2041,284200.8947
2042,209122.1908
2043,171946.7706
2044,165364.3732
2045,217247.7461
2046,149299.6022
2047,145617.9464
2048,141206.0289
2049,144654.8413
2050,173765.8453
2051,101740.4109
2052,119588.5504
2053,151650.7867
2054,93397.01394
2055,154386.6317
2056,148725.6689
2057,115480.7884
2058,219843.3263
2059,129346.1779
2060,170635.0218
2061,174221.6631
2062,127324.6712
2063,116197.4467
2064,136095.7311
2065,116955.2688
2066,166586.2027
2067,118293.8457
2068,150768.0807
2069,84319.96448
2070,114801.1582
2071,90578.62653
2072,139542.9209
2073,132444.0223
2074,186484.1834
2075,145046.5509
2076,114132.9292
2077,156825.9791
2078,125569.4462
2079,137965.6217
2080,119901.0923
2081,127593.0534
2082,124162.3452
2083,144173.509
2084,110229.5572
2085,114884.5223
2086,115508.9742
2087,129441.2542
2088,102787.878
2089,77130.0016
2090,132464.0983
2091,113393.3873
2092,118929.9927
2093,119250.1897
2094,112535.6548
2095,142220.16
2096,83420.42287
2097,105903.7867
2098,143714.8643
2099,56476.61885
2100,65040.99649
2101,112669.1875
2102,131330.0822
2103,106157.2829
2104,144491.6561
2105,131069.0759
2106,69106.66438
2107,198266.866
2108,116012.8599
2109,110911.0923
2110,129933.252
2111,143374.337
2112,140877.6141
2113,124194.4852
2114,130365.6011
2115,165302.0748
2116,120585.415
2117,156001.3955
2118,122446.5685
2119,118678.7443
2120,119340.9554
2121,83797.87064
2122,116896.9911
2123,85498.80868
2124,153109.1524
2125,119841.7183
2126,151065.4602
2127,161698.4645
2128,122840.8088
2129,90766.14668
2130,124694.8874
2131,123830.9735
2132,113818.7313
2133,115233.9017
2134,113283.9991
2135,85422.20782
2136,73647.00346
2137,109463.3178
2138,130756.4001
2139,149607.9278
2140,144776.7269
2141,152524.4572
2142,123420.9308
2143,149114.6198
2144,122500.0925
2145,140623.4151
2146,162588.2606
2147,139927.2449
2148,141199.182
2149,150199.221
2150,227620.5594
2151,118619.6941
2152,167161.0385
2153,156254.3746
2154,107293.1925
2155,139292.3248
2156,255778.8636
2157,229622.0001
2158,237871.4378
2159,210834.9118
2160,184997.1574
2161,234500.7769
2162,387796.4541
2163,347575.9773
2164,246433.0313
2165,197363.8991
2166,158586.9985
2167,219152.174
2168,194902.0431
2169,195173.4371
2170,219444.5876
2171,154771.8174
2172,133145.1451
2173,162922.4871
2174,228025.6715
2175,293974.925
2176,315648.5125
2177,238745.706
2178,219469.2827
2179,138235.6176
2180,219649.0254
2181,192243.5733
2182,224981.7211
2183,192679.6876
2184,115221.3583
2185,123510.9488
2186,144283.6878
2187,148569.3691
2188,154332.8427
2189,287226.1531
2190,80602.80101
2191,82681.57798
2192,89908.73555
2193,110185.425
2194,101224.1097
2195,107284.0781
2196,101794.2785
2197,122054.8414
2198,157983.4105
2199,179857.3727
2200,143841.3586
2201,154851.2779
2202,225211.1278
2203,137248.804
2204,186305.1305
2205,121346.0467
2206,134047.4511
2207,216588.6943
2208,280749.2091
2209,242363.6359
2210,118756.1123
2211,111555.8094
2212,116227.1421
2213,103177.6531
2214,118814.8658
2215,97062.2869
2216,138547.0287
2217,65677.82456
2218,86601.14207
2219,81111.65125
2220,88378.57185
2221,303473.9263
2222,267660.4864
2223,281316.355
2224,207285.6393
2225,126950.0255
2226,187203.9259
2227,194512.6211
2228,262554.0505
2229,262102.3822
2230,150141.7199
2231,205521.457
2232,180694.9695
2233,186040.8382
2234,246525.7705
2235,221473.5155
2236,262738.8545
2237,326718.5652
2238,186980.2578
2239,117065.8303
2240,158181.4727
2241,149227.3219
2242,122762.9686
2243,125182.8881
2244,102935.5309
2245,98939.5612
2246,144684.6608
2247,112994.477
2248,123901.1591
2249,121247.0325
2250,127368.7073
2251,106421.6286
2252,182969.0107
2253,150732.9199
2254,175526.5773
2255,188942.5758
2256,174541.7588
2257,213019.871
2258,158433.9509
2259,174829.2793
2260,157348.6021
2261,191260.5384
2262,216131.1177
2263,369543.1793
2264,521292.6984
2265,175503.3886
2266,318706.0597
2267,387056.4335
2268,406079.9071
2269,152233.1127
2270,199603.7807
2271,218193.1862
2272,197395.9602
2273,165171.0361
2274,183524.921
2275,159746.969
2276,188282.4183
2277,180705.9772
2278,150679.5462
2279,126854.3473
2280,123216.4981
2281,161036.5752
2282,182043.9969
2283,111156.7526
2284,114566.2232
2285,144577.1398
2286,121521.2383
2287,372117.9367
2288,285774.1424
2289,362833.9499
2290,479914.5237
2291,329777.724
2292,429170.6292
2293,506004.4177
2294,411640.4692
2295,495422.9487
2296,302684.0755
2297,333748.9817
2298,336804.6179
2299,351104.6714
2300,338943.9039
2301,298704.8355
2302,244889.6911
2303,246698.0532
2304,259099.9801
2305,200267.187
2306,193195.799
2307,200653.1041
2308,223281.1664
2309,289469.9119
2310,216859.8494
2311,206055.0846
2312,178158.4839
2313,172377.7246
2314,176088.0765
2315,182529.8803
2316,198561.9966
2317,194045.2753
2318,180442.2826
2319,184502.2556
2320,190011.8782
2321,233968.9462
2322,181594.3024
2323,192416.2772
2324,175491.04
2325,216714.5241
2326,172366.7502
2327,204352.534
2328,223299.3342
2329,195092.8581
2330,183748.5079
2331,352368.4761
2332,413779.7571
2333,323881.0758
2334,253243.16
2335,281093.6312
2336,315596.6974
2337,212668.5789
2338,277494.3986
2339,219473.3037
2340,410810.7063
2341,228180.1884
2342,244045.4003
2343,235091.5877
2344,216528.8252
2345,245052.0215
2346,216853.4434
2347,204249.296
2348,244535.6763
2349,187924.3481
2350,313666.0479
2351,253648.5428
2352,253996.8947
2353,242953.2216
2354,146318.6794
2355,148396.8364
2356,147889.2813
2357,189574.2776
2358,198397.2127
2359,137703.8858
2360,119442.8268
2361,143863.2817
2362,258007.8797
2363,128681.808
2364,150177.1886
2365,222095.7099
2366,196909.9523
2367,223751.4086
2368,222963.1569
2369,226552.3922
2370,163966.7605
2371,163769.9889
2372,190634.0291
2373,285687.8673
2374,327821.8576
2375,249741.9535
2376,285167.4009
2377,360876.2887
2378,142033.0986
2379,206330.6279
2380,148888.444
2381,168115.4354
2382,202326.1211
2383,211148.7099
2384,246803.5642
2385,156177.3013
2386,133198.4606
2387,136875.9474
2388,98875.11425
2389,122818.6308
2390,138871.7834
2391,143477.1297
2392,117276.1035
2393,162819.8322
2394,140305.1931
2395,211079.3734
2396,144528.4138
2397,210606.9781
2398,129228.2272
2399,70130.66995
2400,69549.01498
2401,121197.9903
2402,133348.3818
2403,145578.7385
2404,152685.0216
2405,153605.7535
2406,140455.0125
2407,127371.8331
2408,145390.0425
2409,121282.9312
2410,173932.9058
2411,115387.9388
2412,155135.3013
2413,127188.2786
2414,159251.2868
2415,135425.9208
2416,126578.7302
2417,127314.5245
2418,132191.4281
2419,123782.3585
2420,122651.3538
2421,157378.8938
2422,109515.2289
2423,119014.9549
2424,163514.5704
2425,204624.1716
2426,122097.1887
2427,140526.3718
2428,180101.3563
2429,113754.4607
2430,131514.926
2431,108828.9372
2432,152327.1312
2433,143822.5176
2434,135683.6032
2435,155336.1636
2436,104751.4857
2437,105292.6423
2438,121201.7808
2439,105945.8812
2440,122688.5167
2441,94918.06618
2442,98924.82124
2443,119528.31
2444,137115.3067
2445,89779.93529
2446,137616.8031
2447,186082.5809
2448,120566.8026
2449,112852.5583
2450,151063.9097
2451,124933.5897
2452,191984.6105
2453,90245.78092
2454,113817.1185
2455,111427.0606
2456,131788.2102
2457,134754.9045
2458,128863.8243
2459,113682.9793
2460,138924.5355
2461,130188.3952
2462,140968.0026
2463,124001.4215
2464,177811.5501
2465,145535.9597
2466,107708.1101
2467,130973.7829
2468,86143.81979
2469,81564.95711
2470,185349.1408
2471,199356.0148
2472,152833.3528
2473,107865.429
2474,78922.02096
2475,221482.0191
2476,118068.0274
2477,132195.2355
2478,156896.7567
2479,105419.8441
2480,149328.8262
2481,123752.2879
2482,129803.4095
2483,111102.7637
2484,122316.4496
2485,126623.9076
2486,154987.4202
2487,170527.5982
2488,164432.9359
2489,154743.067
2490,141619.9298
2491,92015.87849
2492,190828.922
2493,150415.6547
2494,138724.6081
2495,88166.07852
2496,239866.6568
2497,154979.06
2498,107037.3253
2499,88376.30779
2500,124217.444
2501,135075.1874
2502,143623.7509
2503,94265.55616
2504,178156.8784
2505,222534.2896
2506,251030.3328
2507,291291.6607
2508,250941.1462
2509,213309.477
2510,222156.9274
2511,176072.7285
2512,206550.3586
2513,220059.8156
2514,270591.8005
2515,151059.9145
2516,176953.6341
2517,155680.0607
2518,159860.5815
2519,232644.2611
2520,217759.6125
2521,189138.2372
2522,225946.0379
2523,119179.2502
2524,137865.0818
2525,147913.509
2526,138846.5868
2527,119216.5621
2528,124982.1785
2529,133124.0944
2530,121342.0237
2531,241526.4886
2532,229932.1805
2533,194060.8364
2534,233501.0615
2535,297694.5877
2536,229426.3032
2537,239756.8817
2538,187021.7021
2539,185936.1211
2540,183160.4665
2541,180088.4205
2542,163375.5837
2543,126205.2893
2544,118492.9023
2545,135505.5132
2546,124237.8433
2547,140096.6286
2548,156317.0353
2549,158229.7326
2550,1044686.558
2551,139731.4703
2552,129251.1169
2553,79085.88087
2554,98734.80895
2555,118103.1621
2556,99380.63973
2557,101347.858
2558,131392.0128
2559,139785.8448
2560,159451.9643
2561,149870.241
2562,139445.2071
2563,159018.9518
2564,197130.8804
2565,139965.142
2566,166270.184
2567,145491.9751
2568,209243.4416
2569,228294.6518
2570,116999.9964
2571,202524.3677
2572,153821.101
2573,235145.3044
2574,290248.8873
2575,122201.6072
2576,121447.4535
2577,129643.7513
2578,86790.16873
2579,62603.07607
2580,109855.957
2581,116322.8447
2582,117064.3202
2583,280520.0247
2584,178411.8319
2585,187223.9427
2586,217212.1024
2587,199538.702
2588,140930.8665
2589,149672.5359
2590,206160.0357
2591,223388.0414
2592,212945.913
2593,245677.0623
2594,187461.744
2595,202969.4925
2596,285405.2643
2597,185416.0566
2598,280854.7392
2599,327166.8577
2600,182745.7374
2601,145858.5435
2602,83863.44391
2603,95042.1744
2604,88594.25705
2605,81136.35199
2606,146977.4102
2607,200898.794
2608,185589.5558
2609,166451.4787
2610,109547.4956
2611,119475.5543
2612,161235.6281
2613,128644.6154
2614,123255.4312
2615,151179.4423
2616,142222.6652
2617,178074.3875
2618,192058.5661
2619,200593.0102
2620,185587.853
2621,176555.444
2622,178699.1868
2623,241850.5604
2624,287135.2587
2625,302610.871
2626,169555.8035
2627,169984.9522
2628,479786.7494
2629,506060.0261
2630,386154.2588
2631,488989.8296
2632,422806.37
2633,330538.5594
2634,429442.3626
2635,160511.6239
2636,178393.2547
2637,177704.8529
2638,270012.845
2639,192861.0027
2640,152184.9574
2641,105387.0381
2642,186401.063
2643,105566.833
2644,123079.4936
2645,112020.0096
2646,98900.4167
2647,107464.8618
2648,142781.0949
2649,153598.6037
2650,138544.5811
2651,139423.4688
2652,417242.5866
2653,255810.5063
2654,264405.5957
2655,396426.5514
2656,323032.3298
2657,369411.5669
2658,310564.7963
2659,300532.7306
2660,363415.0934
2661,377778.339
2662,369330.9307
2663,289178.8354
2664,280315.9481
2665,337584.9667
2666,301165.6089
2667,174387.2045
2668,181536.2835
2669,187476.4456
2670,280594.1879
2671,187474.3283
2672,192262.3625
2673,202197.0993
2674,198500.2165
2675,174045.6661
2676,193533.2998
2677,201604.4421
2678,248472.5941
2679,277288.1964
2680,286680.1255
2681,407548.3895
2682,318095.8786
2683,524057.543
2684,314434.6666
2685,328358.9846
2686,259354.8868
2687,322769.7309
2688,226822.1661
2689,213037.293
2690,449641.3003
2691,192006.1512
2692,141837.9657
2693,202776.6894
2694,140453.6733
2695,191736.4486
2696,183836.2541
2697,188332.0292
2698,187168.8571
2699,177674.6672
2700,158294.4788
2701,148499.1755
2702,108949.9383
2703,130156.7331
2704,144022.3539
2705,115277.9823
2706,107948.5689
2707,116794.9237
2708,131370.4722
2709,104703.0142
2710,125354.8633
2711,289653.5356
2712,391571.0151
2713,170609.7809
2714,150952.6863
2715,169545.2993
2716,149831.9955
2717,192128.6618
2718,223859.4911
2719,159124.6599
2720,166663.0746
2721,129000.379
2722,163744.8129
2723,141896.6948
2724,127161.8351
2725,129173.1674
2726,150914.5434
2727,178776.659
2728,175523.8939
2729,149298.977
2730,149371.9968
2731,124448.4878
2732,138494.7233
2733,163369.1916
2734,158352.8904
2735,133554.9878
2736,146704.6606
2737,121921.9249
2738,139967.2258
2739,152637.9552
2740,135514.2992
2741,143294.7146
2742,151015.2414
2743,156332.1395
2744,159266.5625
2745,143066.2481
2746,139296.1369
2747,142868.4559
2748,122329.0241
2749,126137.5287
2750,128611.3763
2751,132472.7823
2752,181753.8875
2753,153507.1836
2754,220048.7731
2755,136545.4658
2756,98943.84137
2757,70734.31801
2758,91918.93237
2759,152437.505
2760,115765.4481
2761,140996.1563
2762,146488.2256
2763,179991.8726
2764,150923.4612
2765,287863.6837
2766,116654.9172
2767,90597.83024
2768,132751.1836
2769,131253.3765
2770,140146.8481
2771,110418.9885
2772,115076.9758
2773,162383.1865
2774,139932.2708
2775,118091.2077
2776,142180.5698
2777,144903.2136
2778,107217.7012
2779,119115.3246
2780,95924.84076
2781,97620.24834
2782,94389.01035
2783,94044.72138
2784,120767.5693
2785,134996.0667
2786,69610.74736
2787,124436.0757
2788,76325.37279
2789,172509.11
2790,96819.28982
2791,110563.8406
2792,64950.50569
2793,127177.2189
2794,94807.39695
2795,124785.6089
2796,99926.40188
2797,200943.9694
2798,102187.3767
2799,112147.4273
2800,68448.74315
2801,98653.76678
2802,128553.6297
2803,176512.9176
2804,135983.3344
2805,92817.9517
2806,85350.44729
2807,163699.1619
2808,143706.024
2809,133863.7131
2810,128071.0737
2811,159184.5192
2812,159487.1982
2813,164655.3242
2814,161503.3552
2815,95554.78234
2816,230478.2068
2817,150942.6974
2818,131228.4923
2819,165180.218
2820,135523.6104
2821,100448.5704
2822,192373.6899
2823,339805.7427
2824,173957.1027
2825,138486.8198
2826,132084.1429
2827,136970.651
2828,213440.9764
2829,204821.641
2830,241542.7474
2831,174864.6851
2832,249121.0022
2833,297390.4116
2834,223692.5418
2835,222616.1286
2836,191516.4946
2837,164261.841
2838,154957.9337
2839,171109.8363
2840,202584.8121
2841,203661.0253
2842,229819.4527
2843,152228.3005
2844,165870.3828
2845,126766.0591
2846,208233.3085
2847,206913.836
2848,222916.7511
2849,200916.2447
2850,277700.2971
2851,217345.3945
2852,233584.1052
2853,239145.8988
2854,139122.563
2855,203316.9707
2856,203548.248
2857,189651.8954
2858,207758.2227
2859,129272.4177
2860,129235.793
2861,126046.9997
2862,188594.4075
2863,132870.2064
2864,238821.1181
2865,143219.9549
2866,144199.046
2867,100610.3755
2868,101933.8917
2869,101107.5337
2870,135395.2598
2871,82897.74929
2872,53019.27291
2873,108798.5312
2874,138100.1221
2875,116164.8893
2876,164888.9868
2877,141994.1649
2878,169190.0753
2879,142977.6589
2880,101623.6351
2881,150744.675
2882,175231.9788
2883,200000.4622
2884,204927.1003
2885,183822.3582
2886,242404.436
2887,91478.98246
2888,128184.1566
2889,64914.15042
2890,78097.79831
2891,130314.9961
2892,53846.12076
2893,87368.07413
2894,67623.22797
2895,328408.9798
2896,284250.1252
2897,208979.5743
2898,152359.5253
2899,212060.1839
2900,160162.3492
2901,191156.3542
2902,190687.5612
2903,326631.3183
2904,338195.3426
2905,81103.88067
2906,190437.159
2907,107421.9933
2908,131564.7961
2909,155270.5183
2910,78029.98287
2911,83760.23883
2912,148007.7528
2913,79809.49836
2914,79990.79221
2915,87416.87453
2916,80534.51776
2917,168912.824
2918,121969.2993
2919,218016.5711
